Nombre,Equipo,Liga,Fecha Nacimiento,Edad,Contrato Hasta,Lugar Nacimiento,Posicion,Valor Mercado,Agente,Proveedor
Thibaut Courtois,Real Madrid,LaLiga,11/05/1992,32,30/06/2026,Bree,Portero,25000000,Christophe Henrotay,Nike
Andriy Lunin,Real Madrid,LaLiga,11/02/1999,25,30/06/2030,"Krasnograd, Kharkiv ...",Portero,25000000,Gestifute,adidas
Éder Militão,Real Madrid,LaLiga,18/01/1998,26,30/06/2028,Sertãozinho,Defensa central,60000000,UJ Football Talent,adidas
Antonio Rüdiger,Real Madrid,LaLiga,03/03/1993,31,30/06/2026,Berlin,Defensa central,25000000,FSB – ...,Under Armour
David Alaba,Real Madrid,LaLiga,24/06/1992,32,30/06/2026,Wien,Defensa central,15000000,Miembro de su familia,adidas
Jesús Vallejo,Real Madrid,LaLiga,05/01/1997,27,30/06/2025,Zaragoza,Defensa central,1000000,Agente no encontrado,Nike
Ferland Mendy,Real Madrid,LaLiga,08/06/1995,29,30/06/2025,Meulan-en-Yvelines,Lateral izquierdo,22000000,FAIR SPORT MNG,Proveedor no encontrado
Fran García,Real Madrid,LaLiga,14/08/1999,25,30/06/2027,Bolaños de ...,Lateral izquierdo,15000000,Be Loyal by Ginés ...,adidas
Daniel Carvajal,Real Madrid,LaLiga,11/01/1992,32,30/06/2026,Leganés,Lateral derecho,12000000,Be Loyal by Ginés ...,Puma
Lucas Vázquez,Real Madrid,LaLiga,01/07/1991,33,30/06/2025,A Coruña,Lateral derecho,4000000,AC Talent,adidas
Aurélien Tchouaméni,Real Madrid,LaLiga,27/01/2000,24,30/06/2028,Rouen,Pivote,100000000,ESN,Nike
Federico Valverde,Real Madrid,LaLiga,22/07/1998,26,30/06/2029,Montevideo,Mediocentro,130000000,Wasserman,Nike
Eduardo Camavinga,Real Madrid,LaLiga,10/11/2002,21,30/06/2029,Cabinda,Mediocentro,100000000,CAA Stellar,Nike
Luka Modric,Real Madrid,LaLiga,09/09/1985,39,30/06/2025,Zadar,Mediocentro,6000000,Universal Twenty Two,Nike
Dani Ceballos,Real Madrid,LaLiga,07/08/1996,28,30/06/2027,Utrera,Mediocentro,4000000,Miembro de su familia,Nike
Jude Bellingham,Real Madrid,LaLiga,29/06/2003,21,30/06/2029,Stourbridge,Mediocentro ofensivo,180000000,Agente no encontrado,adidas
Brahim Díaz,Real Madrid,LaLiga,03/08/1999,25,30/06/2027,Málaga,Mediocentro ofensivo,40000000,Sports&Life,adidas
Vinicius Junior,Real Madrid,LaLiga,12/07/2000,24,30/06/2027,São Gonçalo,Extremo izquierdo,200000000,Roc Nation Sports,Nike
Rodrygo,Real Madrid,LaLiga,09/01/2001,23,30/06/2028,Osasco,Extremo derecho,110000000,Un1que Football,Nike
Arda Güler,Real Madrid,LaLiga,25/02/2005,19,30/06/2029,Ankara,Extremo derecho,45000000,Miembro de su familia,Nike
Kylian Mbappé,Real Madrid,LaLiga,20/12/1998,25,30/06/2029,Paris,Delantero centro,180000000,Miembro de su familia,Nike
Endrick,Real Madrid,LaLiga,21/07/2006,18,30/06/2030,Taguatinga,Delantero centro,60000000,Roc Nation Sports,New Balance
Marc-André ter Stegen,FC Barcelona,LaLiga,30/04/1992,32,30/06/2028,Mönchengladbach,Portero,20000000,ROOF,adidas
Iñaki Peña,FC Barcelona,LaLiga,02/03/1999,25,30/06/2026,Alicante,Portero,8000000,WAKAI SPORTS,Nike
Wojciech Szczęsny,FC Barcelona,LaLiga,18/04/1990,34,30/06/2025,Warszawa,Portero,3000000,CAA Stellar,Nike
Ronald Araujo,FC Barcelona,LaLiga,07/03/1999,25,30/06/2026,Rivera,Defensa central,70000000,Excellence Sport,Nike
Pau Cubarsí,FC Barcelona,LaLiga,22/01/2007,17,30/06/2027,Estanyol,Defensa central,40000000,Agente no encontrado,Proveedor no encontrado
Andreas Christensen,FC Barcelona,LaLiga,10/04/1996,28,30/06/2026,Lillerød,Defensa central,30000000,KIN Partners,adidas
Eric García,FC Barcelona,LaLiga,09/01/2001,23,30/06/2026,Barcelona,Defensa central,20000000,De la Peña & ...,Proveedor no encontrado
Iñigo Martínez,FC Barcelona,LaLiga,17/05/1991,33,30/06/2025,Ondarroa,Defensa central,5000000,Carmelo Sánchez,Proveedor no encontrado
Alejandro Balde,FC Barcelona,LaLiga,18/10/2003,21,30/06/2028,Barcelona,Lateral izquierdo,40000000,Gestifute,Nike
Gerard Martín,FC Barcelona,LaLiga,26/02/2002,22,30/06/2025,Esplugues de ...,Lateral izquierdo,3000000,JV SPORTS,Proveedor no encontrado
Jules Koundé,FC Barcelona,LaLiga,12/11/1998,25,30/06/2027,Paris,Lateral derecho,55000000,ESN,adidas
Héctor Fort,FC Barcelona,LaLiga,02/08/2006,18,30/06/2026,Barcelona,Lateral derecho,10000000,AC Talent,adidas
Marc Casadó,FC Barcelona,LaLiga,14/09/2003,21,30/06/2028,Sant Pere de ...,Pivote,15000000,Wasserman,Nike
Marc Bernal,FC Barcelona,LaLiga,26/05/2007,17,30/06/2026,Berga,Pivote,5000000,Agente conocido - jugador menor de edad,Proveedor no encontrado
Gavi,FC Barcelona,LaLiga,05/08/2004,20,30/06/2026,Los Palacios y ...,Mediocentro,90000000,De la Peña & ...,Nike
Pedri,FC Barcelona,LaLiga,25/11/2002,21,30/06/2026,Tegueste,Mediocentro,80000000,LEADERBROCK,adidas
Frenkie de Jong,FC Barcelona,LaLiga,12/05/1997,27,30/06/2026,Arkel,Mediocentro,60000000,HCM Sports ...,Nike
Fermín López,FC Barcelona,LaLiga,11/05/2003,21,30/06/2027,El Campillo,Mediocentro,50000000,CAA Stellar,Under Armour
Dani Olmo,FC Barcelona,LaLiga,07/05/1998,26,30/06/2030,Terrassa,Mediocentro ofensivo,60000000,Niagara Sports ...,adidas
Pablo Torre,FC Barcelona,LaLiga,03/04/2003,21,30/06/2026,Soto de la Marina,Mediocentro ofensivo,5000000,AC Talent,adidas
Ansu Fati,FC Barcelona,LaLiga,31/10/2002,21,30/06/2027,Bissau,Extremo izquierdo,15000000,Miembro de su familia,Nike
Lamine Yamal,FC Barcelona,LaLiga,13/07/2007,17,30/06/2026,Esplugues de ...,Extremo derecho,150000000,Agente conocido - jugador menor de edad,adidas
Raphinha,FC Barcelona,LaLiga,14/12/1996,27,30/06/2027,Porto Alegre,Extremo derecho,60000000,Agente no encontrado,adidas
Ferran Torres,FC Barcelona,LaLiga,29/02/2000,24,30/06/2027,Foios,Extremo derecho,30000000,LEADERBROCK,adidas
Robert Lewandowski,FC Barcelona,LaLiga,21/08/1988,36,30/06/2026,Warszawa,Delantero centro,15000000,Gol International,Nike
Pau Víctor,FC Barcelona,LaLiga,26/11/2001,22,30/06/2029,San Cugat del ...,Delantero centro,5000000,MagicPlayers,Proveedor no encontrado
Jan Oblak,Atlético Madrid,LaLiga,07/01/1993,31,30/06/2028,Škofja Loka,Portero,28000000,Miha Mlakar,Puma
Juan Musso,Atlético Madrid,LaLiga,06/05/1994,30,30/06/2025,San Nicolás de los ...,Portero,5000000,World Soccer Agency,Proveedor no encontrado
Robin Le Normand,Atlético Madrid,LaLiga,11/11/1996,27,30/06/2029,Pabu,Defensa central,40000000,AC Talent,Proveedor no encontrado
José María Giménez,Atlético Madrid,LaLiga,20/01/1995,29,30/06/2028,Toledo,Defensa central,22000000,VIDA 11,Puma
Clément Lenglet,Atlético Madrid,LaLiga,17/06/1995,29,30/06/2025,Beauvais,Defensa central,5000000,Wasserman,Nike
Axel Witsel,Atlético Madrid,LaLiga,12/01/1989,35,30/06/2025,Liège,Defensa central,3500000,Nomi Sports,Puma
César Azpilicueta,Atlético Madrid,LaLiga,28/08/1989,35,30/06/2025,Pamplona,Defensa central,2000000,Miembro de su familia,adidas
Reinildo Mandava,Atlético Madrid,LaLiga,21/01/1994,30,30/06/2025,Beira,Lateral izquierdo,9000000,Blueprivate ...,Proveedor no encontrado
Javi Galán,Atlético Madrid,LaLiga,19/11/1994,29,30/06/2026,Badajoz,Lateral izquierdo,5000000,CAA Base Ltd,Proveedor no encontrado
Nahuel Molina,Atlético Madrid,LaLiga,06/04/1998,26,30/06/2027,Embalse,Lateral derecho,28000000,Agente no encontrado,Proveedor no encontrado
Conor Gallagher,Atlético Madrid,LaLiga,06/02/2000,24,30/06/2029,Epsom,Mediocentro,50000000,Elite Management ...,Proveedor no encontrado
Rodrigo de Paul,Atlético Madrid,LaLiga,24/05/1994,30,30/06/2026,Sarandí,Mediocentro,30000000,Augustin Jimenez,adidas
Pablo Barrios,Atlético Madrid,LaLiga,15/06/2003,21,30/06/2028,Madrid,Mediocentro,30000000,CAA Stellar,Proveedor no encontrado
Koke,Atlético Madrid,LaLiga,08/01/1992,32,30/06/2025,Madrid,Mediocentro,12000000,Gesport Espizua SL,adidas
Marcos Llorente,Atlético Madrid,LaLiga,30/01/1995,29,30/06/2027,Madrid,Interior derecho,30000000,Agente no encontrado,Nike
Samuel Lino,Atlético Madrid,LaLiga,23/12/1999,24,30/06/2027,Santo André,Interior izquierdo,30000000,ADM Esporte,Proveedor no encontrado
Thomas Lemar,Atlético Madrid,LaLiga,12/11/1995,28,30/06/2027,Baie-Mahault,Mediocentro ofensivo,7500000,Kemari,adidas
Rodrigo Riquelme,Atlético Madrid,LaLiga,02/04/2000,24,30/06/2028,Madrid,Extremo izquierdo,25000000,Wasserman,Proveedor no encontrado
Ángel Correa,Atlético Madrid,LaLiga,09/03/1995,29,30/06/2026,Rosario,Extremo derecho,18000000,Augustin Jimenez,Proveedor no encontrado
Julián Alvarez,Atlético Madrid,LaLiga,31/01/2000,24,30/06/2030,Calchín,Delantero centro,75000000,Fernando Hidalgo,adidas
Antoine Griezmann,Atlético Madrid,LaLiga,21/03/1991,33,30/06/2026,Mâcon,Delantero centro,25000000,BY AND FOR,Proveedor no encontrado
Alexander Sørloth,Atlético Madrid,LaLiga,05/12/1995,28,30/06/2028,Trondheim,Delantero centro,25000000,Keypass AS,Nike
Giuliano Simeone,Atlético Madrid,LaLiga,18/12/2002,21,30/06/2028,Roma,Delantero centro,3000000,AC Talent,Proveedor no encontrado
Nombre no encontrado,Atlético Madrid,LaLiga,06/08/1999,25,30/06/2025,Melilla,Delantero centro,2000000,Niagara Sports ...,Proveedor no encontrado
Álex Remiro,Real Sociedad,LaLiga,24/03/1995,29,30/06/2027,Cascante,Portero,25000000,Feel Winner,Proveedor no encontrado
Unai Marrero,Real Sociedad,LaLiga,09/10/2001,23,30/06/2027,Donostia-San ...,Portero,300000,IDUB GLOBAL,Proveedor no encontrado
Nayef Aguerd,Real Sociedad,LaLiga,30/03/1996,28,30/06/2025,Kénitra,Defensa central,35000000,CANTERASPORT,Proveedor no encontrado
Igor Zubeldia,Real Sociedad,LaLiga,30/03/1997,27,30/06/2029,Azkoitia,Defensa central,22000000,Wasserman,Proveedor no encontrado
Jon Pacheco,Real Sociedad,LaLiga,08/01/2001,23,30/06/2027,Elizondo,Defensa central,15000000,IDUB GLOBAL,Proveedor no encontrado
Aritz Elustondo,Real Sociedad,LaLiga,28/03/1994,30,30/06/2026,Beasain,Defensa central,5000000,IDUB GLOBAL,Proveedor no encontrado
Jon Martín,Real Sociedad B,Primera Federación - Gr. 1,23/04/2006,18,30/06/2030,Donostia-San ...,Defensa central,2000000,IDUB GLOBAL,Proveedor no encontrado
Aihen Muñoz,Real Sociedad,LaLiga,16/08/1997,27,30/06/2027,Etxauri,Lateral izquierdo,8000000,YOU FIRST,Proveedor no encontrado
Javi López,Real Sociedad,LaLiga,25/03/2002,22,Contrato no encontrado,Lugar de nacimiento no encontrado,Lateral izquierdo,7500000,Gesport Espizua SL,Proveedor no encontrado
Hamari Traoré,Real Sociedad,LaLiga,27/01/1992,32,30/06/2025,Bamako,Lateral derecho,6000000,LA PLAYERS,Nike
Jon Aramburu,Real Sociedad,LaLiga,23/07/2002,22,Contrato no encontrado,Lugar de nacimiento no encontrado,Lateral derecho,5000000,BY AND FOR,Proveedor no encontrado
Álvaro Odriozola,Real Sociedad,LaLiga,14/12/1995,28,30/06/2029,Donostia-San ...,Lateral derecho,1500000,Best of You,adidas
Martín Zubimendi,Real Sociedad,LaLiga,02/02/1999,25,30/06/2027,Donostia-San ...,Pivote,60000000,IDUB GLOBAL,Proveedor no encontrado
Urko González de Zarate,Real Sociedad,LaLiga,20/03/2001,23,30/06/2028,Vitoria-Gasteiz,Pivote,1200000,IDUB GLOBAL,Proveedor no encontrado
Beñat Turrientes,Real Sociedad,LaLiga,31/01/2002,22,30/06/2027,Beasain,Mediocentro,20000000,IDUB GLOBAL,Proveedor no encontrado
Luka Sucic,Real Sociedad,LaLiga,08/09/2002,22,30/06/2029,Linz,Mediocentro,15000000,Soccertalk GmbH,Proveedor no encontrado
Jon Ander Olasagasti,Real Sociedad,LaLiga,16/08/2000,24,30/06/2025,Donostia-San ...,Mediocentro,1200000,IDUB GLOBAL,Proveedor no encontrado
Brais Méndez,Real Sociedad,LaLiga,07/01/1997,27,30/06/2028,Mos,Mediocentro ofensivo,40000000,InterStarDeporte,Proveedor no encontrado
Arsen Zakharyan,Real Sociedad,LaLiga,26/05/2003,21,30/06/2029,Samara,Mediocentro ofensivo,18000000,Pavel Andreev,Nike
Pablo Marín,Real Sociedad,LaLiga,03/07/2003,21,30/06/2027,Logroño,Mediocentro ofensivo,1500000,InterStarDeporte,Proveedor no encontrado
Jon Magunazelaia,Real Sociedad,LaLiga,13/07/2001,23,30/06/2026,Eibar,Mediocentro ofensivo,1000000,Rioja Cermeño S.L.,Proveedor no encontrado
Ander Barrenetxea,Real Sociedad,LaLiga,27/12/2001,22,30/06/2030,Donostia-San ...,Extremo izquierdo,20000000,Wasserman,Proveedor no encontrado
Sheraldo Becker,Real Sociedad,LaLiga,09/02/1995,29,30/06/2026,Amsterdam,Extremo izquierdo,7500000,Sports360 GmbH,Puma
Takefusa Kubo,Real Sociedad,LaLiga,04/06/2001,23,30/06/2029,"Kawasaki, Kanagawa",Extremo derecho,50000000,Roberto Tukada,Proveedor no encontrado
Sergio Gómez,Real Sociedad,LaLiga,04/09/2000,24,30/06/2030,Badalona,Extremo derecho,10000000,SEG,Proveedor no encontrado
Mikel Oyarzabal,Real Sociedad,LaLiga,21/04/1997,27,30/06/2028,Eibar,Delantero centro,40000000,Agente no encontrado,Nike
Orri Óskarsson,Real Sociedad,LaLiga,29/08/2004,20,30/06/2030,Reykjavik,Delantero centro,20000000,CAA Stellar,Proveedor no encontrado
Umar Sadiq,Real Sociedad,LaLiga,02/02/1997,27,30/06/2028,Kaduna,Delantero centro,6000000,CAA Base Ltd,Nike
Unai Simón,Athletic,LaLiga,11/06/1997,27,30/06/2029,Vitoria-Gasteiz,Portero,30000000,CAA Stellar,Proveedor no encontrado
Julen Agirrezabala,Athletic,LaLiga,26/12/2000,23,30/06/2027,Donostia-San ...,Portero,10000000,YOU FIRST,Proveedor no encontrado
Álex Padilla,Athletic,LaLiga,01/09/2003,21,30/06/2027,Zarautz,Portero,2000000,Wasserman,Proveedor no encontrado
Dani Vivian,Athletic,LaLiga,05/07/1999,25,30/06/2032,Vitoria-Gasteiz,Defensa central,30000000,Acción Sport,Proveedor no encontrado
Aitor Paredes,Athletic,LaLiga,29/04/2000,24,30/06/2029,Bilbao,Defensa central,22000000,CAA Stellar,Proveedor no encontrado
Yeray Álvarez,Athletic,LaLiga,24/01/1995,29,30/06/2026,Barakaldo,Defensa central,8000000,Agente no encontrado,Proveedor no encontrado
Unai Núñez,Athletic,LaLiga,30/01/1997,27,30/06/2025,Portugalete,Defensa central,7000000,LEADERBROCK,Proveedor no encontrado
Yuri Berchiche,Athletic,LaLiga,10/02/1990,34,30/06/2025,Zarautz,Lateral izquierdo,1800000,Media Base Sports,Proveedor no encontrado
Adama Boiro,Athletic,LaLiga,22/06/2002,22,30/06/2029,Dakar,Lateral izquierdo,1500000,Agente no encontrado,Proveedor no encontrado
Andoni Gorosabel,Athletic,LaLiga,04/08/1996,28,30/06/2028,Arrasate,Lateral derecho,5000000,Agente no encontrado,Proveedor no encontrado
Iñigo Lekue,Athletic,LaLiga,04/05/1993,31,30/06/2025,Bilbao,Lateral derecho,3000000,Agente no encontrado,Proveedor no encontrado
Óscar de Marcos,Athletic,LaLiga,14/04/1989,35,30/06/2025,Laguardia,Lateral derecho,1500000,Agente no encontrado,Proveedor no encontrado
Mikel Vesga,Athletic,LaLiga,08/04/1993,31,30/06/2027,Vitoria-Gasteiz,Pivote,4000000,Football Promotions ...,Proveedor no encontrado
Beñat Prados,Athletic,LaLiga,08/02/2001,23,30/06/2031,Pamplona,Mediocentro,15000000,CAA Stellar,Proveedor no encontrado
Iñigo Ruiz de Galarreta,Athletic,LaLiga,06/08/1993,31,30/06/2025,Donostia-San ...,Mediocentro,5000000,Global Ases,Proveedor no encontrado
Mikel Jauregizar,Athletic,LaLiga,13/11/2003,20,30/06/2027,Bermeo,Mediocentro,3000000,YOU FIRST,Proveedor no encontrado
Ander Herrera,Athletic,LaLiga,14/08/1989,35,30/06/2025,Bilbao,Mediocentro,2000000,AC Talent,Proveedor no encontrado
Oihan Sancet,Athletic,LaLiga,25/04/2000,24,30/06/2032,Pamplona,Mediocentro ofensivo,40000000,Agente no encontrado,Proveedor no encontrado
Unai Gómez,Athletic,LaLiga,25/05/2003,21,30/06/2028,Bermeo,Mediocentro ofensivo,6000000,Rioja Cermeño S.L.,Proveedor no encontrado
Nico Williams,Athletic,LaLiga,12/07/2002,22,30/06/2027,Pamplona,Extremo izquierdo,70000000,Agente no encontrado,Nike
Álvaro Djaló,Athletic,LaLiga,16/08/1999,25,30/06/2029,Madrid,Extremo izquierdo,15000000,Niagara Sports ...,Proveedor no encontrado
Álex Berenguer,Athletic,LaLiga,04/07/1995,29,30/06/2027,Barañain,Extremo izquierdo,12000000,YOU FIRST,Proveedor no encontrado
Nico Serrano,Athletic,LaLiga,05/03/2003,21,30/06/2026,Pamplona,Extremo izquierdo,1400000,Agente no encontrado,adidas
Iñaki Williams,Athletic,LaLiga,15/06/1994,30,Contrato no encontrado,Lugar de nacimiento no encontrado,Extremo derecho,25000000,Agente no encontrado,Nike
Gorka Guruzeta,Athletic,LaLiga,12/09/1996,28,30/06/2028,Donostia-San ...,Delantero centro,18000000,YOU FIRST,adidas
Javier Martón,Athletic,LaLiga,06/05/1999,25,30/06/2026,Villafranca,Delantero centro,500000,Agente no encontrado,Proveedor no encontrado
Giorgi Mamardashvili,Valencia CF,LaLiga,29/09/2000,24,30/06/2025,Tiflis,Portero,45000000,Free Football,Proveedor no encontrado
Stole Dimitrievski,Valencia CF,LaLiga,25/12/1993,30,30/06/2026,Kumanovo,Portero,4000000,Promoesport,Proveedor no encontrado
Jaume Doménech,Valencia CF,LaLiga,05/11/1990,33,30/06/2025,Almenara,Portero,800000,Wasserman,Joma
Cristhian Mosquera,Valencia CF,LaLiga,27/06/2004,20,30/06/2026,Alicante,Defensa central,30000000,INVSPORT (Sergio ...,Proveedor no encontrado
Yarek Gasiorowski,Valencia CF,LaLiga,12/01/2005,19,30/06/2025,Polinyà del Xúquer,Defensa central,15000000,INVSPORT (Sergio ...,Proveedor no encontrado
César Tárrega,Valencia CF,LaLiga,26/02/2002,22,30/06/2028,Aldaia,Defensa central,4000000,Wasserman,Proveedor no encontrado
Maximiliano Caufriez,Valencia CF,LaLiga,16/02/1997,27,30/06/2025,Saint-Ghislain,Defensa central,2500000,Gallea Gestion S.A,Puma
Mouctar Diakhaby,Valencia CF,LaLiga,19/12/1996,27,30/06/2027,Vendôme,Defensa central,2000000,VV Consulting,Proveedor no encontrado
José Gayà,Valencia CF,LaLiga,25/05/1995,29,30/06/2027,Pedreguer,Lateral izquierdo,20000000,Toldra Consulting ...,Nike
Jesús Vázquez,Valencia CF,LaLiga,02/01/2003,21,30/06/2026,Mérida,Lateral izquierdo,4000000,LEADERBROCK,Proveedor no encontrado
Thierry Correia,Valencia CF,LaLiga,09/03/1999,25,30/06/2026,Amadora,Lateral derecho,6000000,Gestifute,Proveedor no encontrado
Dimitri Foulquier,Valencia CF,LaLiga,23/03/1993,31,30/06/2025,Sarcelles,Lateral derecho,2500000,ACE,Proveedor no encontrado
Pepelu,Valencia CF,LaLiga,11/08/1998,26,30/06/2028,Dénia,Pivote,22000000,Wasserman,Proveedor no encontrado
Hugo Guillamón,Valencia CF,LaLiga,31/01/2000,24,30/06/2026,Donostia-San ...,Pivote,8000000,InterStarDeporte,Proveedor no encontrado
Enzo Barrenechea,Valencia CF,LaLiga,22/05/2001,23,30/06/2025,Villa María,Pivote,7500000,SP,Proveedor no encontrado
Javi Guerra,Valencia CF,LaLiga,13/05/2003,21,30/06/2027,Valencia,Mediocentro,20000000,WAKAI SPORTS,adidas
André Almeida,Valencia CF,LaLiga,30/05/2000,24,30/06/2028,Guimarães,Mediocentro ofensivo,15000000,Gestifute,Proveedor no encontrado
Luis Rioja,Valencia CF,LaLiga,16/10/1993,31,30/06/2026,Sevilla,Extremo izquierdo,4000000,Promoesport,Proveedor no encontrado
Diego López,Valencia CF,LaLiga,13/05/2002,22,30/06/2027,Turón,Extremo derecho,12000000,Balance ...,Proveedor no encontrado
Fran Pérez,Valencia CF,LaLiga,09/09/2002,22,30/06/2026,Valencia,Extremo derecho,6000000,Wasserman,Proveedor no encontrado
Sergi Canós,Valencia CF,LaLiga,02/02/1997,27,30/06/2027,Nules,Extremo derecho,2500000,Balance ...,Proveedor no encontrado
Germán Valera,Valencia CF,LaLiga,16/03/2002,22,30/06/2028,Murcia,Extremo derecho,2000000,Excellence Sport,Proveedor no encontrado
Hugo Duro,Valencia CF,LaLiga,10/11/1999,24,30/06/2028,Getafe,Delantero centro,16000000,MESAS SPORT,adidas
Dani Gómez,Valencia CF,LaLiga,30/07/1998,26,30/06/2025,Alcorcón,Delantero centro,1200000,Manuel García ...,Nike
Rafa Mir,Valencia CF,LaLiga,18/06/1997,27,30/06/2025,Cartagena,Delantero centro,1000000,Agente no encontrado,Proveedor no encontrado
Pau López,Girona FC,LaLiga,13/12/1994,29,30/06/2025,Girona,Portero,7500000,Goal Management,adidas
Paulo Gazzaniga,Girona FC,LaLiga,02/01/1992,32,30/06/2027,Murphy,Portero,4000000,LGT Football,adidas
Juan Carlos,Girona FC,LaLiga,20/01/1988,36,30/06/2025,Guadalajara,Portero,200000,Intermedia Sport ...,Proveedor no encontrado
Ladislav Krejci,Girona FC,LaLiga,20/04/1999,25,Contrato no encontrado,Lugar de nacimiento no encontrado,Defensa central,10000000,Int. Sport Management s.r.o.,Proveedor no encontrado
Alejandro Francés,Girona FC,LaLiga,01/08/2002,22,30/06/2029,Zaragoza,Defensa central,5000000,LA PLAYERS,Proveedor no encontrado
Daley Blind,Girona FC,LaLiga,09/03/1990,34,30/06/2026,Amsterdam,Defensa central,3000000,SEG,adidas
David López,Girona FC,LaLiga,09/10/1989,35,30/06/2026,Barcelona,Defensa central,2500000,Sports and ...,Proveedor no encontrado
Juanpe,Girona FC,LaLiga,30/04/1991,33,30/06/2025,Las Palmas de Gran ...,Defensa central,1000000,DRL,Proveedor no encontrado
Miguel Gutiérrez,Girona FC,LaLiga,27/07/2001,23,30/06/2027,Pinto,Lateral izquierdo,25000000,Wasserman,Proveedor no encontrado
Arnau Martínez,Girona FC,LaLiga,25/04/2003,21,30/06/2027,Premià de Dalt,Lateral derecho,10000000,TRIPLE MATCH,adidas
Oriol Romeu,Girona FC,LaLiga,24/09/1991,33,30/06/2025,Ulldecona,Pivote,2000000,MagicPlayers,Mizuno
Yangel Herrera,Girona FC,LaLiga,07/01/1998,26,30/06/2027,"La Guaira, Vargas",Mediocentro,25000000,PARRI GROUP,adidas
Donny van de Beek,Girona FC,LaLiga,18/04/1997,27,30/06/2028,Nijkerkerveen,Mediocentro,5000000,PUM,adidas
Jhon Solís,Girona FC,LaLiga,03/10/2004,20,30/06/2028,Guacarí,Mediocentro,4000000,Jose Levis Manager,Nike
Iván Martín,Girona FC,LaLiga,14/02/1999,25,30/06/2026,Bilbao,Mediocentro ofensivo,15000000,Universal Twenty Two,Proveedor no encontrado
Gabriel Misehouy,Girona FC,LaLiga,18/07/2005,19,30/06/2028,Amsterdam,Mediocentro ofensivo,1000000,Gol International,Proveedor no encontrado
Bryan Gil,Girona FC,LaLiga,11/02/2001,23,30/06/2025,Barbate (Cádiz),Extremo izquierdo,14000000,IFM,Proveedor no encontrado
Arnaut Danjuma,Girona FC,LaLiga,31/01/1997,27,30/06/2025,Lagos,Extremo izquierdo,13000000,Panthera Sports,Proveedor no encontrado
Viktor Tsygankov,Girona FC,LaLiga,15/11/1997,26,30/06/2027,Nahariya,Extremo derecho,30000000,Futuro Global ...,Proveedor no encontrado
Yaser Asprilla,Girona FC,LaLiga,19/11/2003,20,30/06/2030,Bajo Baudó,Extremo derecho,18000000,JHSEVENSPORTSCOMPANY...,Nike
Portu,Girona FC,LaLiga,21/05/1992,32,30/06/2027,Beniel,Extremo derecho,3500000,Wasserman,Proveedor no encontrado
Abel Ruiz,Girona FC,LaLiga,28/01/2000,24,30/06/2029,Almussafes,Delantero centro,12000000,DV7 Management,adidas
Bojan Miovski,Girona FC,LaLiga,24/06/1999,25,30/06/2028,Štip,Delantero centro,4000000,Sport Interactive ...,Proveedor no encontrado
Cristhian Stuani,Girona FC,LaLiga,12/10/1986,38,30/06/2026,Tala,Delantero centro,1800000,Sin agente,Proveedor no encontrado
Luiz Júnior,Villarreal CF,LaLiga,14/01/2001,23,30/06/2030,Picos,Portero,6000000,Agente no encontrado,Proveedor no encontrado
Diego Conde,Villarreal CF,LaLiga,28/10/1998,25,30/06/2029,Madrid,Portero,5000000,Manuel García ...,Proveedor no encontrado
Iker Álvarez,Villarreal CF B,Primera Federación - Gr. 2,25/07/2001,23,30/06/2026,Andorra la Vella,Portero,800000,Promoesport,Proveedor no encontrado
Logan Costa,Villarreal CF,LaLiga,01/04/2001,23,30/06/2030,Saint-Denis,Defensa central,18000000,Agente no encontrado,Puma
Willy Kambwala,Villarreal CF,LaLiga,25/08/2004,20,30/06/2029,Kinshasa,Defensa central,5000000,Darren Dein,Proveedor no encontrado
Eric Bailly,Villarreal CF,LaLiga,12/04/1994,30,30/06/2025,Bingerville,Defensa central,3000000,Rafaela Pimenta,Puma
Raúl Albiol,Villarreal CF,LaLiga,04/09/1985,39,30/06/2025,Vilamarxant,Defensa central,1500000,Football Capital,Proveedor no encontrado
Sergi Cardona,Villarreal CF,LaLiga,08/07/1999,25,30/06/2027,Lloret de Mar,Lateral izquierdo,7000000,EMG Mundial,Proveedor no encontrado
Alfonso Pedraza,Villarreal CF,LaLiga,09/04/1996,28,30/06/2026,San Sebastián de ...,Lateral izquierdo,5000000,LEADERBROCK,Proveedor no encontrado
Juan Bernat,Villarreal CF,LaLiga,01/03/1993,31,30/06/2025,Cullera,Lateral izquierdo,4000000,InterStarDeporte,adidas
Juan Foyth,Villarreal CF,LaLiga,12/01/1998,26,30/06/2026,La Plata,Lateral derecho,12000000,Primotempo,adidas
Kiko Femenía,Villarreal CF,LaLiga,02/02/1991,33,30/06/2025,Sanet y Negrals,Lateral derecho,1400000,Goal Management,Proveedor no encontrado
Pape Gueye,Villarreal CF,LaLiga,24/01/1999,25,30/06/2028,Montreuil,Pivote,8000000,ROOF,adidas
Ramón Terrats,Villarreal CF,LaLiga,18/10/2000,24,30/06/2026,Barcelona,Pivote,4000000,MagicPlayers,Proveedor no encontrado
Santi Comesaña,Villarreal CF,LaLiga,05/10/1996,28,30/06/2027,Vigo,Mediocentro,8000000,Intermedia Sport ...,adidas
Dani Parejo,Villarreal CF,LaLiga,16/04/1989,35,30/06/2026,Coslada,Mediocentro,2500000,AC Talent,Proveedor no encontrado
